name,price,count,meta_category_id
"Аккаунты Twitter | Подтверждены по почте@outlook.com/@hotmail.com, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Token в комплекте. Зарегистрированы с Ukraine ip.",1.70,0,4
"Аккаунты Twitter | Подтверждены по почте, почта в комплекте. Пол (Ж). Добавлена аватарка, шапка, сделан 1 твит. Token в комплекте Зарегистрированы с MIX ip.",1.70,0,4
"Аккаунты Twitter | Подтверждены по почте, почта@rambler.ru идет в комплекте. Пол (Ж). Профиль частично заполнен. Token в комплекте. Зарегистрированы с MIX ip.",1.85,3096,4
"Аккаунты Twitter | Подтверждены по почте@outlook.com/@hotmail.com, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Token в комплекте. Зарегистрированы с MIX ip.",1.85,0,4
"Аккаунты Twitter | Подтверждены по почте@outlook.com/@hotmail.com, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Token в комплекте. Зарегистрированы с USA ip.",1.85,885,4
"Аккаунты Twitter | Подтверждены по почте@rambler.ru, почта идет в комплекте. Пол (MIX). Профиль заполнен. Token в комплекте. Зарегистрированы с MIX ip.",1.93,0,4
"Аккаунты Twitter | Подтверждены по почте@outlook.com/@hotmail.com, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Добавлена аватарка, шапка. Token в комплекте. Зарегистрированы с MIX ip.",2.16,6243,4
"Аккаунты Twitter | Подтверждены по почте, почта в комплекте. Пол (MIX). Добавлена аватарка, шапка. Token в комплекте. Зарегистрированы с MIX ip.",2.16,9896,4
"Аккаунты Twitter | Подтверждены по почте@rambler.ru, почта идет в комплекте. Пол (MIX). Добавлена аватарка, шапка. Token в комплекте. Зарегистрированы с MIX ip.",2.31,3379,4
"Аккаунты Twitter | Подтверждены по почте, почта@rambler.ru идет в комплекте. Пол (MIX). Профиль частично заполнен. Token в комплекте. Зарегистрированы с MIX ip.",2.62,3999,4
"Аккаунты Twitter | Подтверждены по почте@outlook.com/@hotmail.com, почта идет в комплекте(может требовать подтверждение по смс). Пол (Ж). Профиль частично заполнен. Token в комплекте. Зарегистрированы с USA ip.",2.78,0,4
Аккаунты Twitter | В комплекте почта @hotmail.com/outlook.com. Пол (MIX). В профиль аккаунтов добавлена аватарка. Двухфакторная авторизация включена. Token в комплекте. Зарегистрированы с USA ip.,3.09,0,4
"Аккаунты Twitter | Подтверждены по почте@outlook.com/@hotmail.com, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Token в комплекте. Зарегистрированы с Turkey ip.",3.39,1952,4
"Аккаунты Twitter | Подтверждены по почте@outlook.com/@hotmail.com, почта идет в комплекте(может требовать подтверждение по смс). Пол (Ж). Добавлена аватарка, шапка. Cookies и token в комплекте. Зарегистрированы с MIX ip.",3.86,17020,4
"Аккаунты Twitter | Подтверждены по почте@outlook.com/@hotmail.com, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Двухфакторная авторизация включена. Token в комплекте. Зарегистрированы с MIX ip.",4.63,2813,4
"Аккаунты Twitter | Подтверждены по почте, почта@outlook.com/hotmail.com в комплекте. Пол (MIX). Профиль частично заполнен. Двухфакторная авторизация включена. Cookies и token в комплекте. Зарегистрированы с MIX ip.",6.17,8621,4
"Аккаунты Twitter | Подтверждены по почте@outlook.com/@hotmail.com, почта идет в комплекте(может требовать подтверждение по смс). Пол (Ж). Добавлена аватарка, шапка. Cookies, token, useragent в комплекте. Зарегистрированы с USA ip.",7.71,0,4
"Аккаунты Twitter | Подтверждены по почте, почта@Hotmail\Outlook идет в комплекте (может требовать подтверждение по смс). Пол (MIX). Профиль не заполнен. Token в комплекте. Двухфакторная авторизация включена. Зарегистрированы с MIX ip.",9.26,2192,4
"Аккаунты Twitter | Подтверждены по почте, почта@hotmail\outlook идет в комплекте. Пол (MIX). Добавлена аватарка. Cookies в комплекте. Зарегистрированы с MIX ip.",9.26,1479,4
"Аккаунты Twitter | В комплекте почта @hotmail.com/outlook.com(может требовать подтверждение по смс). Пол (MIX). Добавлена аватарка, сделан 1 твит. Двухфакторная авторизация включена. Зарегистрированы с Vietnam ip.",9.26,0,4
"Аккаунты Twitter | Подтверждены по SMS. Подтверждены по почте@outlook.com/@hotmail.com, почта идет в комплекте(может требовать подтверждение по смс). Пол (Ж). Добавлена аватарка, шапка. Cookies и token в комплекте. Зарегистрированы с MIX ip.",10.80,0,4
"Аккаунты Twitter | Подтверждены по SMS. Подтверждены по почте, почта в комплекте. Пол (MIX). Добавлена аватарка, шапка, сделан 1 твит. Cookies, token в комплекте Зарегистрированы с MIX ip.",14.66,1671,4
"Аккаунты Twitter | Аккаунты подтверждены по смс. Подтверждены по почте@outlook.com/hotmail.com, почта в комплекте. Пол (MIX). Добавлена аватарка, шапка, сделан 1 твит. Cookies, token в комплекте Зарегистрированы с MIX ip.",15.43,1272,4
"Аккаунты Twitter | Аккаунты подтверждены по смс. Подтверждены по почте, почта идет в комплекте. Пол (MIX). Добавлена аватарка, шапка. Token в комплекте. Зарегистрированы с MIX ip.",37.03,89,4
Аккаунты Twitter | Подтверждены по SMS. В комплекте почта @rambler.ru. Пол (MIX). В профиль аккаунтов добавлена аватарка. Имя на латинице. Зарегистрированы с United Kingdom ip.,49.37,974,4
"Аккаунты Twitter | Аккаунты подтверждены по смс. Подтверждены по почте, почта@mail.ru в комплекте. Пол (Ж). Имя на латинице. В профиль аккаунтов добавлена аватарка. Cookies в комплекте. Зарегистрированы с RU ip.",54.00,0,4
"Аккаунты Twitter | Аккаунты подтверждены по смс. Подтверждены по почте, почта идет в комплекте. Пол (MIX). Профиль частично заполнен. Cookies в комплекте. Зарегистрированы с MIX ip.",77.14,318,4
"Аккаунты Twitter | Подтверждены по почте, почта в комплекте. Пол (Ж). Добавлена аватарка, шапка. Двухфакторная авторизация включена. Зарегистрированы с USA ip.",169.70,125,4
"Аккаунты Twitter | Дата регистрации 11.2023. Подтверждены по почте, почта@rambler.ru идет в комплекте. Пол (Ж). Профиль не заполнен. Token в комплекте.",1.85,0,4
"Аккаунты Twitter | Дата регистрации 11.2023. Подтверждены по почте, почта@Hotmail\Outlook идет в комплекте (может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Зарегистрированы с Turkey ip.",7.25,0,4
"Аккаунты Twitter | Год регистрации - 2023 год. Подтверждены по почте, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Двухфакторная авторизация включена. Token в комплекте.",12.34,0,4
"Аккаунты Twitter | Дата регистрации 12.2023. Подтверждены по почте@outlook.com/hotmail.com, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль не заполнен. Двухфакторная авторизация включена. Token в комплекте.",13.88,8003,4
"Аккаунты Twitter | Год регистрации - 2023 год. Подтверждены по почте, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Двухфакторная авторизация включена. Token в комплекте. Зарегистрированы с Indonesia ip",18.51,0,4
"Аккаунты Twitter | Год регистрации - 2023 год. Подтверждены по почте, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Двухфакторная авторизация включена. Token в комплекте. Зарегистрированы с India ip",18.51,15,4
"Аккаунты Twitter | Год регистрации - 2023 год. Подтверждены по почте, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Двухфакторная авторизация включена. Token в комплекте. Зарегистрированы с Vietnam ip",20.06,264,4
"Аккаунты Twitter | Год регистрации - 2023 год. Подтверждены по почте, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Двухфакторная авторизация включена. Token в комплекте. Зарегистрированы с Tailand ip",20.06,133,4
"Аккаунты Twitter | Дата регистрации 03.2023. Подтверждены по почте, почта@Hotmail\Outlook идет в комплекте (может требовать подтверждение по смс). Пол (MIX). В профиль аккаунтов добавлена аватарка. Зарегистрированы с MIX ip.",23.14,2591,4
"Аккаунты Twitter | Год регистрации - 2023 год. Подтверждены по почте, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Двухфакторная авторизация включена. Token в комплекте. Зарегистрированы с USA ip",23.14,31,4
"Аккаунты Twitter | Дата регистрации 11.2023. Подтверждены по почте, почта@Hotmail\Outlook идет в комплекте (может требовать подтверждение по смс). Пол (MIX). В профиль аккаунтов добавлена аватарка. Token в комплекте. Зарегистрированы с Kazahstan ip.",23.14,0,4
"Аккаунты Twitter | Дата регистрации 09.2023. Подтверждены по почте, почта@Hotmail\Outlook идет в комплекте. Пол (MIX). В профиль аккаунтов добавлена аватарка. Двухфакторная авторизация включена. Зарегистрированы с MIX ip.",27.77,561,4
"Аккаунты Twitter | Дата регистрации 04.2023. Подтверждены по почте, почта@Hotmail\Outlook идет в комплекте (может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Зарегистрированы с MIX ip.",27.77,27045,4
"Аккаунты Twitter | Дата регистрации 04.2023. Подтверждены по почте, почта@Hotmail\Outlook идет в комплекте (может требовать подтверждение по смс). Пол (Ж). Профиль частично заполнен. Зарегистрированы с MIX ip.",27.77,3168,4
"Аккаунты Twitter | Дата регистрации 03.2023. Подтверждены по почте, почта@Hotmail\Outlook идет в комплекте (может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Зарегистрированы с MIX ip.",29.31,26628,4
"Аккаунты Twitter | Дата регистрации 07.2023. Подтверждены по почте, почта@Hotmail\Outlook идет в комплекте. Пол (MIX). В профиль аккаунтов добавлена аватарка. Двухфакторная авторизация включена. Зарегистрированы с MIX ip.",30.85,1671,4
"Аккаунты Twitter | Год регистрации - 2021 год. Подтверждены по почте, почта@hotmail.com идет в комплекте(может требовать подтверждение по смс). Пол (MIX). В профиль аккаунтов добавлена аватарка.",30.85,0,4
"Аккаунты Twitter | Дата регистрации - 05.2023 год. Подтверждены по почте, почта@Hotmail\Outlook идет в комплекте (может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Зарегистрированы с MIX ip.",33.94,131,4
"Аккаунты Twitter | Год регистрации - 2016 год. Подтверждены по почте, почта@hotmail.com идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен.",35.48,0,4
"Аккаунты Twitter | Год регистрации - 2022 год. Подтверждены по почте, почта@Hotmail\Outlook идет в комплекте (может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Зарегистрированы с MIX ip.",38.57,1714,4
"Аккаунты Twitter | Дата регистрации 04.2023. Подтверждены по почте, почта@Hotmail\Outlook идет в комплекте (может требовать подтверждение по смс). Пол (Ж). Профиль не заполнен. Зарегистрированы с MIX ip.",38.57,78,4
"Аккаунты Twitter | Дата регистрации 11.2023. Аккаунты подтверждены по смс. Подтверждены по почте@outlook.com/hotmail.com, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль не заполнен. Двухфакторная авторизация включена. Token в комплекте.",41.65,0,4
"Аккаунты Twitter | Год регистрации - 2021 год. Аккаунты подтверждены по смс. Подтверждены по почте@outlook.com/hotmail.com, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен.",46.28,0,4
"Аккаунты Twitter | Год регистрации - 2023 год. Подтверждены по почте, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Двухфакторная авторизация включена. Token в комплекте. Зарегистрированы с Arab Emirates ip",52.45,11,4
"Аккаунты Twitter | Дата регистрации 07.2022. Подтверждены по почте, почта@Hotmail\Outlook идет в комплекте. Пол (MIX). В профиль аккаунтов добавлена аватарка. Двухфакторная авторизация включена. Зарегистрированы с MIX ip.",61.71,1898,4
"Аккаунты Twitter | Год регистрации - 2010 год. Подтверждены по почте, почта@gmx.com идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Token в комплекте.",69.42,0,4
"Аккаунты Twitter | Дата регистрации 10.2022. Подтверждены по почте, почта@Hotmail\Outlook идет в комплекте (может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Зарегистрированы с MIX ip.",69.42,433,4
"Аккаунты Twitter | Год регистрации - 2022 год. Подтверждены по почте, почта@hotmail.com идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Token в комплекте.",77.14,1227,4
"Аккаунты Twitter | Год регистрации - 2009 год. Подтверждены по почте, почта@hotmail.com идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен.",77.14,289,4
"Аккаунты Twitter | Год регистрации - 2018 год. Подтверждены по почте@gmx.com, почта идет в комплекте. Подтверждены по SMS. Пол (MIX). Профиль частично заполнен. Token в комплекте.",77.14,0,4
"Аккаунты Twitter | Год регистрации - 2013 год. Подтверждены по почте, почта@gmx.com идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Token в комплекте.",77.14,0,4
"Аккаунты Twitter | Год регистрации - 2010 год. Подтверждены по почте@outlook.com/hotmail.com, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Двухфакторная авторизация включена.",107.99,70,4
"Аккаунты Twitter | Год регистрации - 2011 год. Подтверждены по почте@outlook.com/hotmail.com, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Двухфакторная авторизация включена.",107.99,68,4
"Аккаунты Twitter | Год регистрации - 2016 год. Подтверждены по почте@outlook.com/hotmail.com, почта идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Token в комплекте.",123.42,1071,4
"Аккаунты Twitter | Год регистрации - 2010 год. Подтверждены по почте, почта@hotmail.com идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Token в комплекте.",123.42,273,4
"Аккаунты Twitter | Год регистрации - 2011 год. Подтверждены по почте, почта@hotmail.com идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Token в комплекте.",123.42,1056,4
"Аккаунты Twitter | Год регистрации - 2015 год. Подтверждены по почте, почта@hotmail.com идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Token в комплекте.",123.42,401,4
"Аккаунты Twitter | Год регистрации - 2012 год. Подтверждены по почте, почта@hotmail.com идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Token в комплекте.",123.42,1325,4
"Аккаунты Twitter | Год регистрации 2015. Подтверждены по почте, почта@onet.pl идет в комплекте. Пол (MIX). Профиль частично заполнен. Двухфакторная авторизация включена. Зарегистрированы с MIX ip.",154.27,1095,4
"Аккаунты Twitter | Год регистрации - 2013 год. Подтверждены по почте, почта@hotmail.com идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Token в комплекте.",154.27,165,4
"Аккаунты Twitter | Год регистрации 2021. Подтверждены по почте, почта@onet.pl идет в комплекте. Пол (MIX). Профиль частично заполнен. Двухфакторная авторизация включена. Зарегистрированы с MIX ip.",154.27,1582,4
"Аккаунты Twitter | Год регистрации 2022. Аккаунты подтверждены по смс. Подтверждены по почте, почта@onet.pl идет в комплекте. Пол (MIX). Профиль частично заполнен. Двухфакторная авторизация включена. Зарегистрированы с MIX ip.",231.41,0,4
"Аккаунты Twitter | Год регистрации 2013. Подтверждены по почте, почта@onet.pl идет в комплекте. Пол (MIX). Профиль частично заполнен. Двухфакторная авторизация включена. Зарегистрированы с MIX ip.",231.41,0,4
"Аккаунты Twitter | Год регистрации - 2008 год. Подтверждены по почте, почта@outlook.com/hotmail.com идет в комплекте. Пол (MIX). Профиль частично заполнен.",462.82,15,4
Аккаунты Twitter | Год регистрации - 2022 год. Подтверждены по SMS. Пол (MIX). Профиль частично заполнен.,617.10,235,4
"Аккаунты Twitter | Год регистрации - 2008 год. Подтверждены по почте, почта@hotmail.com идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен.",1249.62,122,4
"Аккаунты Twitter | Дата регистрации 2007. Подтверждены по почте, почта@Hotmail\Outlook идет в комплекте (может требовать подтверждение по смс). Пол (MIX). Профиль не заполнен.",2518.29,0,4
"Аккаунты Twitter | Год регистрации - 2012 год. Подтверждены по почте, почта@outlook.com/hotmail.com идет в комплекте. Пол (MIX). Профиль частично заполнен.",2518.29,0,4
"Аккаунты Twitter | Год регистрации - 2007 год. Подтверждены по почте, почта@hotmail.com идет в комплекте(может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен.",3856.85,429,4
Аккаунты Twitter | 100 подписчиков. В комплекте почта@outlook.com/hotmail.com (может требовать подтверждение по смс). Пол (MIX). Добавлена аватарка.,16.79,0,4
"Аккаунты Twitter | 50 подписчиков. В комплекте почта@outlook.com/hotmail.com (может требовать подтверждение по смс). Пол (Ж). Добавлена аватарка, твиты. Token в комплекте.",21.60,0,4
"Аккаунты Twitter | 50+ подписчиков. Почта в комплекте. Пол (MIX). Добавлена аватарка, шапка. Token в комплекте.",23.14,345,4
Аккаунты Twitter | 50 подписчиков. В комплекте почта (может требовать подтверждение по смс). Пол (MIX). Профиль частично заполнен. Token в комплекте.,23.14,1233,4
